E_chem_mean_eV,E_h2_bind_eV,E_phys_mean_meV,beam_dissociation_fraction,chemisorption_fraction,enable_LH,enable_diffusion,enable_grain_cache,enable_h2_blocking,epsilon_ci95,epsilon_mean,epsilon_std,er_blocking_strength,er_cross_section_cm2,er_reaction_probability,gas_temperature_k,grain_cache_dir,grain_radius_um,h2_beam_stick_probability,h2_desorption_prefactor_s,h2_formed_ER_ci95,h2_formed_ER_mean,h2_formed_ER_std,h2_formed_LH_ci95,h2_formed_LH_mean,h2_formed_LH_std,h2_formed_UV_ci95,h2_formed_UV_mean,h2_formed_UV_std,h2_on_surface_ci95,h2_on_surface_mean,h2_on_surface_std,h2_stick_prob_lowT,h2_stick_transition_K,h_gas_density_cm3,heterogeneity_E_bind_sigma_meV,heterogeneity_E_chem_sigma_eV,impinging_h2_molecules_ci95,impinging_h2_molecules_mean,impinging_h2_molecules_std,impinging_h_atoms_ci95,impinging_h_atoms_mean,impinging_h_atoms_std,initial_h_count,initial_h_coverage,porosity_fraction,rng_seed,site_area_angstroms_sq,sticking_blocking_strength,sticking_probability,sticking_temp_model,surface_defect_fraction,surface_temperature_k,total_h2_desorbed_ER_ci95,total_h2_desorbed_ER_mean,total_h2_desorbed_ER_std,total_h2_desorbed_LH_ci95,total_h2_desorbed_LH_mean,total_h2_desorbed_LH_std,total_h2_desorbed_UV_ci95,total_h2_desorbed_UV_mean,total_h2_desorbed_UV_std,total_h2_desorbed_beam_ci95,total_h2_desorbed_beam_mean,total_h2_desorbed_beam_std,total_h2_desorbed_ci95,total_h2_desorbed_mean,total_h2_desorbed_std,total_h2_formed_ci95,total_h2_formed_mean,total_h2_formed_std,total_h2_released_beam_ci95,total_h2_released_beam_mean,total_h2_released_beam_std,total_h2_released_formed_ci95,total_h2_released_formed_mean,total_h2_released_formed_std,use_3d_lattice,uv_defect_creation_rate,uv_flux_factor,uv_mode,uv_pulse_duration,uv_pulse_enabled,uv_stimulated_diffusion_factor
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.2573267429389703,0.35,0.5871429486123997,3.6232108760920307,149.85,8.267087567100356,0.0,0.0,0.0,2.4811618246297433,67.05,5.661271941887264,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,10.0,0.17986193535452044,0.2,0.4103913408340617,3.9724530138654153,82.95,9.063954057578554,0.0,0.0,0.0,0.0,0.0,0.0,3.8896443079162477,83.15,8.875009266118218,3.5222643434675884,150.2,8.036757659915505,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.2573267429389703,0.35,0.5871429486123997,3.94640972077286,149.15,9.004531023177632,0.0,0.0,0.0,2.5982891537155344,66.9,5.9285216050085054,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,10.0,0.17986193535452044,0.2,0.4103913408340617,4.005210711324095,82.4,9.13869736197037,0.0,0.0,0.0,0.0,0.0,0.0,3.939037980335594,82.6,8.987710908146804,3.88242517805017,149.5,8.858537362935618,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.356193619730677,0.35,0.8127277008872491,3.5098289357025276,153.65,8.008383764925092,0.0,0.0,0.0,3.390275225592039,68.45,7.73559782332371,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,10.0,0.09799999999999998,0.05,0.22360679774997894,2.6392096105502976,85.5,6.021889893940012,0.0,0.0,0.0,0.0,0.0,0.0,2.616029092064214,85.55,5.968998858135345,3.5003831369241794,154.0,7.986831266792264,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,100.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,1.0,continuous,1e-06,False,2.0
1.75,0.051,45.0,1.0,0.4,True,True,True,True,0.0,0.0,0.0,1.0,1.1e-15,0.9,100.0,grain_cache,0.005,1.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1000,25,1.0,0.5,constant,0.15,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.5,10.0,continuous,1e-06,False,2.0
