surface_temperature_k,h_gas_density_cm3,uv_flux_factor,gas_temperature_k,ct_model_variant,gas_flux_h_cm2_s,arrival_rate_per_site_s,sticking_probability,ct_epsilon,ct_h2_release_rate_cm2_s,ct02_epsilon,ct02_h2_release_rate_cm2_s,h2_release_rate_cm2_s_mean,ratio_kmc_over_ct02,log10_ratio_kmc_over_ct02
80.0,100.0,100.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.8281197529580125,750303.3564412094,0.8281197529580125,750303.3564412094,296114.70277990575,0.3946599735131373,-0.40377691759701695
80.0,1000.0,0.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.8281197529580125,7503033.564412095,0.8281197529580125,7503033.564412095,3044764.6697587795,0.4058044847620716,-0.3916831576559066
80.0,1000.0,1.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.8281197529580125,7503033.564412095,0.8281197529580125,7503033.564412095,3033347.871886263,0.4042828605050953,-0.39331467010793403
80.0,1000.0,10.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.8281197529580125,7503033.564412095,0.8281197529580125,7503033.564412095,3038177.8422268876,0.4049265961753626,-0.3926236971933991
80.0,1000.0,100.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.8281197529580125,7503033.564412095,0.8281197529580125,7503033.564412095,3015019.035232774,0.4018400036930953,-0.3959468308571401
80.0,10000.0,0.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.8281197529580125,75030335.64412095,0.8281197529580125,75030335.64412095,30395409.84701138,0.4051082750206654,-0.3924288855275752
80.0,10000.0,1.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.8281197529580125,75030335.64412095,0.8281197529580125,75030335.64412095,30607994.44439944,0.4079415903132475,-0.3894020153919888
80.0,10000.0,10.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.8281197529580125,75030335.64412095,0.8281197529580125,75030335.64412095,30460695.412679534,0.40597839728664875,-0.39149707526224337
80.0,10000.0,100.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.8281197529580125,75030335.64412095,0.8281197529580125,75030335.64412095,30376750.17697703,0.4048595800111847,-0.39269557975011127
100.0,10.0,0.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.745045421061278,67503.53172070441,0.745045421061278,67503.53172070441,24205.659035072633,0.3585835943402702,-0.44540958384934215
100.0,10.0,1.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.745045421061278,67503.53172070441,0.745045421061278,67503.53172070441,24008.78348511087,0.3556670721236796,-0.4489563402034128
100.0,10.0,10.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.745045421061278,67503.53172070441,0.745045421061278,67503.53172070441,22625.317605218515,0.33517235363078,-0.4747318109270905
100.0,10.0,100.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.745045421061278,67503.53172070441,0.745045421061278,67503.53172070441,9513.529134753457,0.14093379845836282,-0.8509848427760877
100.0,100.0,0.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.745045421061278,675035.3172070442,0.745045421061278,675035.3172070442,253564.21834847383,0.37563104016186105,-0.4252385271247319
100.0,100.0,1.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.745045421061278,675035.3172070442,0.745045421061278,675035.3172070442,255696.48111955225,0.378789782699808,-0.42160174396902256
100.0,100.0,10.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.745045421061278,675035.3172070442,0.745045421061278,675035.3172070442,255168.58867792675,0.3780077607401131,-0.42249928372889195
100.0,100.0,100.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.745045421061278,675035.3172070442,0.745045421061278,675035.3172070442,247023.4957877891,0.3659415877821738,-0.436588231896354
100.0,1000.0,0.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.745045421061278,6750353.172070442,0.745045421061278,6750353.172070442,2685464.364750537,0.3978257576006,-0.40030710149900556
100.0,1000.0,1.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.745045421061278,6750353.172070442,0.745045421061278,6750353.172070442,2688355.4834318263,0.39825404907033396,-0.3998398000090317
100.0,1000.0,10.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.745045421061278,6750353.172070442,0.745045421061278,6750353.172070442,2682248.8243517876,0.39734940616878844,-0.4008274316915349
100.0,1000.0,100.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.745045421061278,6750353.172070442,0.745045421061278,6750353.172070442,2687715.7425284185,0.39815927759881237,-0.3999431602264959
100.0,10000.0,0.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.745045421061278,67503531.72070442,0.745045421061278,67503531.72070442,28032754.514449995,0.41527833877544956,-0.38166072141994706
100.0,10000.0,1.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.745045421061278,67503531.72070442,0.745045421061278,67503531.72070442,28104108.149841405,0.4163353743641449,-0.38055668726727365
100.0,10000.0,10.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.745045421061278,67503531.72070442,0.745045421061278,67503531.72070442,28152016.9226088,0.4170450968267505,-0.3798169804122122
100.0,10000.0,100.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.745045421061278,67503531.72070442,0.745045421061278,67503531.72070442,28038420.557592712,0.41536227576360835,-0.38157294971634637
120.0,10.0,0.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.6767829295788881,61318.72858138436,0.6767829295788881,61318.72858138436,21363.43669289095,0.34839986391003935,-0.45792202330596593
120.0,10.0,1.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.6767829295788881,61318.72858138436,0.6767829295788881,61318.72858138436,21326.340051566774,0.3477948833081513,-0.4586768115437185
120.0,10.0,10.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.6767829295788881,61318.72858138436,0.6767829295788881,61318.72858138436,15399.56915675548,0.25113973353698343,-0.600084570876399
120.0,10.0,100.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.6767829295788881,61318.72858138436,0.6767829295788881,61318.72858138436,1898.7981250274715,0.030966038744709462,-1.5091143471567838
120.0,100.0,0.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.6767829295788881,613187.2858138436,0.6767829295788881,613187.2858138436,218731.73834962928,0.3567127750526022,-0.44768133687554695
120.0,100.0,1.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.6767829295788881,613187.2858138436,0.6767829295788881,613187.2858138436,218748.38898913615,0.3567399293004023,-0.44764827808997204
120.0,100.0,10.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.6767829295788881,613187.2858138436,0.6767829295788881,613187.2858138436,215914.12968239983,0.3521177537068973,-0.45331207733663564
120.0,100.0,100.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.6767829295788881,613187.2858138436,0.6767829295788881,613187.2858138436,165685.33985636945,0.27020348218157536,-0.5683090584135497
120.0,1000.0,0.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.6767829295788881,6131872.858138436,0.6767829295788881,6131872.858138436,2296209.412651129,0.3744711388794566,-0.42658164848093144
120.0,1000.0,1.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.6767829295788881,6131872.858138436,0.6767829295788881,6131872.858138436,2264489.1897549303,0.36929813160581454,-0.43262288957441364
120.0,1000.0,10.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.6767829295788881,6131872.858138436,0.6767829295788881,6131872.858138436,2281448.2903003613,0.3720638609250261,-0.4293825115507747
120.0,1000.0,100.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.6767829295788881,6131872.858138436,0.6767829295788881,6131872.858138436,2278304.8938399837,0.37155122856406547,-0.429981298326421
120.0,10000.0,0.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.6767829295788881,61318728.58138436,0.6767829295788881,61318728.58138436,23480496.90302538,0.3829253711916294,-0.4168858579837528
120.0,10000.0,1.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.6767829295788881,61318728.58138436,0.6767829295788881,61318728.58138436,23460230.636182178,0.3825948642272473,-0.41726086403359725
120.0,10000.0,10.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.6767829295788881,61318728.58138436,0.6767829295788881,61318728.58138436,23582322.66063247,0.3845859691844912,-0.4150065641352538
120.0,10000.0,100.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.6767829295788881,61318728.58138436,0.6767829295788881,61318728.58138436,23610072.28183455,0.38503851642159276,-0.41449582469231494
150.0,10.0,0.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.6000547192633119,54366.90385701715,0.6000547192633119,54366.90385701715,21290.96185369172,0.3916162286836514,-0.40713931921384294
150.0,10.0,1.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.6000547192633119,54366.90385701715,0.6000547192633119,54366.90385701715,21093.484719099175,0.38798392445842095,-0.41118626838423056
150.0,10.0,10.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.6000547192633119,54366.90385701715,0.6000547192633119,54366.90385701715,15272.917977681269,0.28092307808898687,-0.5514125816421309
150.0,10.0,100.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.6000547192633119,54366.90385701715,0.6000547192633119,54366.90385701715,1803.975683515123,0.03318150484087726,-1.479103921829765
150.0,100.0,0.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.6000547192633119,543669.0385701715,0.6000547192633119,543669.0385701715,212908.83300512805,0.39161478381235404,-0.4071409215498626
150.0,100.0,1.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.6000547192633119,543669.0385701715,0.6000547192633119,543669.0385701715,213658.9648728684,0.3929945421111035,-0.405613481043123
150.0,100.0,10.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.6000547192633119,543669.0385701715,0.6000547192633119,543669.0385701715,210703.03733624303,0.3875575439984294,-0.41166380493683113
150.0,100.0,100.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.6000547192633119,543669.0385701715,0.6000547192633119,543669.0385701715,152728.63787684523,0.28092208134293545,-0.5514141225695652
150.0,1000.0,0.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.6000547192633119,5436690.385701714,0.6000547192633119,5436690.385701714,2130993.1175878635,0.39196514173260505,-0.40675255396504945
150.0,1000.0,1.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.6000547192633119,5436690.385701714,0.6000547192633119,5436690.385701714,2126933.640600638,0.39121846007534133,-0.40758066073590543
150.0,1000.0,10.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.6000547192633119,5436690.385701714,0.6000547192633119,5436690.385701714,2136051.1518074996,0.39289549344675423,-0.4057229525636876
150.0,1000.0,100.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.6000547192633119,5436690.385701714,0.6000547192633119,5436690.385701714,2117523.060424983,0.38948752093626426,-0.40950645243388095
150.0,10000.0,0.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.6000547192633119,54366903.857017145,0.6000547192633119,54366903.857017145,21286971.026249222,0.39154282322629835,-0.40722073201264963
150.0,10000.0,1.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.6000547192633119,54366903.857017145,0.6000547192633119,54366903.857017145,21362945.590606563,0.39294026466525084,-0.40567346666803705
150.0,10000.0,10.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.6000547192633119,54366903.857017145,0.6000547192633119,54366903.857017145,21291314.51866889,0.3916227154421783,-0.40713212558933065
150.0,10000.0,100.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.6000547192633119,54366903.857017145,0.6000547192633119,54366903.857017145,21307696.40653597,0.3919240364059426,-0.40679810075166306
180.0,10.0,0.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.5457394886911617,49445.767794437474,0.5457394886911617,49445.767794437474,21290.970563872503,0.4305923745058659,-0.3659336655003349
180.0,10.0,1.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.5457394886911617,49445.767794437474,0.5457394886911617,49445.767794437474,21093.493131623043,0.42659855580189837,-0.3699806191358352
180.0,10.0,10.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.5457394886911617,49445.767794437474,0.5457394886911617,49445.767794437474,15272.894263989045,0.30888172932178043,-0.5102077799128719
180.0,10.0,100.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.5457394886911617,49445.767794437474,0.5457394886911617,49445.767794437474,1803.9763287669964,0.03648393804433833,-1.4378982904472473
180.0,100.0,0.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.5457394886912419,494457.6779444474,0.5457394886912419,494457.6779444474,212909.7029537717,0.43059236907570525,-0.36593367097718255
180.0,100.0,1.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.5457394886912419,494457.6779444474,0.5457394886912419,494457.6779444474,213755.4153143911,0.43230275279172964,-0.3642119989829996
180.0,100.0,10.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.5457394886912419,494457.6779444474,0.5457394886912419,494457.6779444474,210934.92870582984,0.4265985505225151,-0.36998062451045965
180.0,100.0,100.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.5457394886912419,494457.6779444474,0.5457394886912419,494457.6779444474,152728.94079783076,0.3088817255963208,-0.5102077851509499
180.0,1000.0,0.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.54573948869125,4944576.779444546,0.54573948869125,4944576.779444546,2129096.7610507743,0.43059231477642224,-0.36593372574331906
180.0,1000.0,1.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.54573948869125,4944576.779444546,0.54573948869125,4944576.779444546,2136418.229687708,0.4320730216121155,-0.3644428499367889
180.0,1000.0,10.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.54573948869125,4944576.779444546,0.54573948869125,4944576.779444546,2136968.4814031725,0.4321843054974729,-0.3643310082986874
180.0,1000.0,100.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.54573948869125,4944576.779444546,0.54573948869125,4944576.779444546,2109349.0260265153,0.42659849773097686,-0.3699806782543722
180.0,10000.0,0.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.5457394886912508,49445767.79444554,0.5457394886912508,49445767.79444554,21290940.770171434,0.4305917719526875,-0.36593427323451466
180.0,10000.0,1.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.5457394886912508,49445767.79444554,0.5457394886912508,49445767.79444554,21351319.902810223,0.43181289026739944,-0.36470439746162114
180.0,10000.0,10.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.5457394886912508,49445767.79444554,0.5457394886912508,49445767.79444554,21363925.4940524,0.43206782798612553,-0.3644480702966633
180.0,10000.0,100.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.5457394886912508,49445767.79444554,0.5457394886912508,49445767.79444554,21356781.67556416,0.43192335013075195,-0.3645933170017687
200.0,10.0,0.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.5180820548531822,46939.91458117172,0.5180820548531822,46939.91458117172,21290.970591902475,0.4535792359631305,-0.34334683487581663
200.0,10.0,1.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.5180820548531822,46939.91458117172,0.5180820548531822,46939.91458117172,21093.493158869307,0.4493722101345752,-0.34739378852209996
200.0,10.0,10.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.5180820548531822,46939.91458117172,0.5180820548531822,46939.91458117172,15272.894283220918,0.32537115628555274,-0.4876209493132401
200.0,10.0,100.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.5180820548531822,46939.91458117172,0.5180820548531822,46939.91458117172,1803.9763308368888,0.038431606596073566,-1.415311459896174
200.0,100.0,0.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.5180820551703736,469399.146099103,0.5180820551703736,469399.146099103,212909.7057567577,0.4535792353397393,-0.34334683547270317
200.0,100.0,1.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.5180820551703736,469399.146099103,0.5180820551703736,469399.146099103,213755.41796974943,0.4553809263313398,-0.34162516380108193
200.0,100.0,10.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.5180820551703736,469399.146099103,0.5180820551703736,469399.146099103,210934.93143044336,0.4493722095223182,-0.34739378911381397
200.0,100.0,100.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.5180820551703736,469399.146099103,0.5180820551703736,469399.146099103,152728.94272100728,0.3253711558494442,-0.4876209498953431
200.0,1000.0,0.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.5180820552020927,4693991.461278415,0.5180820552020927,4693991.461278415,2129097.041340948,0.45357923185507576,-0.3433468388092099
200.0,1000.0,1.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.5180820552020927,4693991.461278415,0.5180820552020927,4693991.461278415,2136418.516024888,0.45513898643587036,-0.3418559619693684
200.0,1000.0,10.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.5180820552020927,4693991.461278415,0.5180820552020927,4693991.461278415,2137554.1642514113,0.45538092301285216,-0.3416251669659068
200.0,1000.0,100.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.5180820552020927,4693991.461278415,0.5180820552020927,4693991.461278415,2109349.2984794425,0.44937220612347645,-0.34739379239861484
200.0,10000.0,0.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.5180820552052646,46939914.61307153,0.5180820552052646,46939914.61307153,21290968.79077108,0.4535791972838848,-0.34334687191054475
200.0,10000.0,1.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.5180820552052646,46939914.61307153,0.5180820552052646,46939914.61307153,21339390.61623295,0.4546107676619099,-0.34236028202774516
200.0,10000.0,10.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.5180820552052646,46939914.61307153,0.5180820552052646,46939914.61307153,21364183.496780824,0.45513895099484186,-0.34185599578726616
200.0,10000.0,100.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.5180820552052646,46939914.61307153,0.5180820552052646,46939914.61307153,21369685.938344263,0.45525617407905056,-0.3417441556916797
220.0,10.0,0.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.49536249635325347,44881.44888964954,0.49536249635325347,44881.44888964954,21290.970593520095,0.47438242570707584,-0.32387140851355867
220.0,10.0,1.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.49536249635325347,44881.44888964954,0.49536249635325347,44881.44888964954,21093.493160446465,0.46998244669661277,-0.3279183621603661
220.0,10.0,10.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.49536249635325347,44881.44888964954,0.49536249635325347,44881.44888964954,15272.894284329604,0.3402941451796982,-0.4681455229524522
220.0,10.0,100.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.49536249635325347,44881.44888964954,0.49536249635325347,44881.44888964954,1803.9763309560628,0.04019425342955209,-1.395836033538222
220.0,100.0,0.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.49536277365006776,448814.74013640336,0.49536277365006776,448814.74013640336,212909.70591851493,0.47438216011757456,-0.32387165165934334
220.0,100.0,1.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.49536277365006776,448814.74013640336,0.49536277365006776,448814.74013640336,213755.41812364903,0.4762664837137138,-0.32214998000499206
220.0,100.0,10.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.49536277365006776,448814.74013640336,0.49536277365006776,448814.74013640336,210934.93158815417,0.469982183570992,-0.3279186053056962
220.0,100.0,100.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.49536277365006776,448814.74013640336,0.49536277365006776,448814.74013640336,152728.94283187288,0.34029395466257556,-0.4681457660966832
220.0,1000.0,0.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.49536280137976624,4488147.652604096,0.49536280137976624,4488147.652604096,2129097.057516608,0.4743821331905762,-0.3238716763108756
220.0,1000.0,1.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.49536280137976624,4488147.652604096,0.49536280137976624,4488147.652604096,2136418.532602963,0.4760134242382553,-0.32238079940053793
220.0,1000.0,10.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.49536280137976624,4488147.652604096,0.49536280137976624,4488147.652604096,2137554.179641319,0.47626645669758116,-0.32215000464027094
220.0,1000.0,100.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.49536280137976624,4488147.652604096,0.49536280137976624,4488147.652604096,2109349.314250472,0.4699821568986469,-0.3279186299526999
220.0,10000.0,0.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.4953628041527363,44881476.777281046,0.4953628041527363,44881476.777281046,21290970.40831285,0.4743821268174116,-0.3238716821454761
220.0,10000.0,1.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.4953628041527363,44881476.777281046,0.4953628041527363,44881476.777281046,21339392.27723211,0.47546100996467405,-0.3228850914531109
220.0,10000.0,10.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.4953628041527363,44881476.777281046,0.4953628041527363,44881476.777281046,21364185.154564258,0.4760134177531962,-0.3223808053172312
220.0,10000.0,100.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.4953628041527363,44881476.777281046,0.4953628041527363,44881476.777281046,21375541.63689672,0.476266450477338,-0.32215001031234225
250.0,10.0,0.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.4670944675008309,42320.2737875958,0.4670944675008309,42320.2737875958,21290.970593693117,0.5030915135509725,-0.2983530085519482
250.0,10.0,1.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.4670944675008309,42320.2737875958,0.4670944675008309,42320.2737875958,21093.49316061556,0.49842525278742705,-0.3023999621988035
250.0,10.0,10.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.4670944675008309,42320.2737875958,0.4670944675008309,42320.2737875958,15272.894284448068,0.3608883619492226,-0.44262712299100243
250.0,10.0,100.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.4670944675008309,42320.2737875958,0.4670944675008309,42320.2737875958,1803.97633096878,0.042626764184534434,-1.3703176335770793
250.0,100.0,0.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.46802911624654125,424049.559955126,0.46802911624654125,424049.559955126,212909.7059358085,0.5020868455996963,-0.2992211567541159
250.0,100.0,1.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.46802911624654125,424049.559955126,0.46802911624654125,424049.559955126,213755.4181401751,0.5040812167398434,-0.2974994851014637
250.0,100.0,10.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.46802911624654125,424049.559955126,0.46802911624654125,424049.559955126,210934.9316050563,0.4974299033051183,-0.30326811040094453
250.0,100.0,100.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.46802911624654125,424049.559955126,0.46802911624654125,424049.559955126,152728.94284371362,0.36016767205200206,-0.4434952711930614
250.0,1000.0,0.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.4681227868862178,4241344.285929024,0.4681227868862178,4241344.285929024,2129097.0592458975,0.501986378778383,-0.29930806712120267
250.0,1000.0,1.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.4681227868862178,4241344.285929024,0.4681227868862178,4241344.285929024,2136418.534379742,0.5037125944874293,-0.2978171902024201
250.0,1000.0,10.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.4681227868862178,4241344.285929024,0.4681227868862178,4241344.285929024,2137554.181293858,0.5039803508489875,-0.2975863954675873
250.0,1000.0,100.0,100.0,erratum2010_approx,36241297.40951857,9.060324352379644e-08,0.5,0.4681227868862178,4241344.285929024,0.4681227868862178,4241344.285929024,2109349.315940616,0.49733036833122457,-0.30335502076778414
250.0,10000.0,0.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.4681321560124077,42414291.732512034,0.4681321560124077,42414291.732512034,21290970.58124142,0.5019763318344215,-0.2993167593410959
250.0,10000.0,1.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.4681321560124077,42414291.732512034,0.4681321560124077,42414291.732512034,21339392.454440773,0.5031179723339193,-0.29833016856962735
250.0,10000.0,10.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.4681321560124077,42414291.732512034,0.4681321560124077,42414291.732512034,21364185.33224172,0.5037025129872752,-0.297825882428403
250.0,10000.0,100.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.4681321560124077,42414291.732512034,0.4681321560124077,42414291.732512034,21375541.80215006,0.5039702640080858,-0.2975950876778584
